itemId,rating,userId
35507,9,2487
35507,10,2490
35507,3,2491
2904,9,2506
2904,8,2507
2904,8,2511
2904,7,481
2904,10,2521
5114,8,2527
5114,10,2530
5114,9,2532
38000,10,1206
38000,10,2545
38000,8,2550
38000,8,2551
38000,8,326
38000,9,2552
34599,9,2392
34599,8,200
34599,9,670
34599,9,2566
30276,8,2571
30276,9,1407
30276,8,1252
30276,10,2577
30276,7,2012
30276,10,2580
4898,7,810
4898,7,70
4898,10,2605
4898,9,2606
4898,6,2607
4898,10,47
4898,10,2620
4898,7,2630
4898,8,2635
4898,8,2641
4898,4,2647
4898,9,2650
4898,9,2651
4898,7,2662
4898,7,51
4898,4,2677
4898,10,2682
4898,10,2686
4898,10,2690
4898,10,2696
4898,8,2701
4898,8,32
4898,5,195
4898,5,2077
4898,9,891
4898,10,661
4898,8,11
4898,6,941
8142,5,2717
8142,7,737
8142,7,551
8142,7,2722
35073,6,2731
35073,6,1
35073,7,2307
35073,5,2361
35073,4,272
4898,9,2735
4898,7,2747
4898,10,2750
14349,9,2765
14349,10,2766
14349,8,551
8142,9,2772
8142,10,2775
8142,9,32
8142,8,11
35073,10,2796
249,8,2806
249,8,2467
249,10,2811
249,10,2812
249,8,2817
249,3,2842
249,10,226
249,10,2851
249,10,2331
249,8,2856
249,7,32
249,10,2865
249,8,2867
249,10,2870
249,8,2877
249,8,771
249,9,2885
249,5,2886
4898,5,2887
4898,10,2890
4898,7,2896
4898,8,110
4898,10,2897
14349,10,166
14349,9,2926
14349,6,2927
14349,8,2105
8142,8,115
8142,8,2952
8142,9,2955
19111,8,2957
19111,7,585
19111,10,2965
19111,8,2966
19111,7,1297
19111,9,105
19111,7,656
35073,7,927
35073,7,2991
35073,7,110
35073,4,960
35073,5,2997
35073,8,3000
249,5,3005
249,3,3015
4898,7,3022
4898,10,6
4898,2,2161
4898,5,575
4898,7,727
14349,8,1797
14349,8,3036
14349,8,36
14349,9,3037
14349,7,3040
14349,8,3042
14349,7,597
14349,8,3046
14349,10,3047
19111,9,2690
19111,8,281
19111,9,110
19111,9,17
19111,6,2491
19111,10,3052
19111,7,3057
35073,8,3086
35073,10,3090
35073,8,3095
35073,9,1446
22319,6,3057
22319,5,3106
15809,7,36
22319,3,3110
15809,7,3112
15809,6,281
22319,10,3116
22319,8,3117
15809,6,11
22319,9,2337
22319,7,3126
15809,9,551
15809,7,3140
15809,7,3141
15809,7,47
22319,8,17
22319,4,3157
22319,7,32
22319,6,3171
22319,8,2607
22319,8,1226
22319,7,3175
22319,5,3176
22319,5,3177
22319,7,3190
22319,7,272
22319,8,132
22319,9,3195
22319,8,3200
22319,4,3202
22319,4,856
22319,9,20
15809,8,3230
22319,7,462
15809,7,3245
22319,8,3255
22319,10,961
22319,8,2411
22319,5,3265
15809,10,2445
15809,6,3270
15809,9,3271
15809,6,470
15809,10,3277
22319,8,1112
22319,3,3287
22319,7,2145
22319,9,3295
22319,6,3296
15809,8,3297
15809,6,3300
15809,6,1780
15809,9,3305
15809,9,3306
15809,8,3307
15809,10,3325
15809,10,3326
15809,8,3331
15809,7,3335
22319,7,3341
22319,7,3347
22319,5,3352
22319,7,3355
15809,4,937
15809,6,1336
15809,6,3356
15809,8,2315
15809,9,1117
22319,2,727
22319,8,37
22319,8,3371
22319,9,3375
15809,7,3376
15809,9,3377
15809,9,3380
15809,5,3381
15809,6,1631
15809,6,3382
15809,9,1412
15809,9,1551
22319,1,3390
22319,5,3391
22319,2,3395
15809,9,2077
15809,9,1792
22319,7,2606
22319,6,281
22319,8,3415
22319,9,3416
22319,8,3417
22319,4,3422
22319,8,656
949,6,3426
15809,10,3441
15809,9,3445
15809,9,3447
15809,8,1487
15809,7,3452
22319,5,3461
22319,3,3465
22319,6,3466
949,8,3481
949,8,2037
949,9,3487
949,10,3491
15809,7,3022
15809,6,3512
15809,6,936
15809,8,3515
15809,9,3517
15809,8,967
949,10,3546
949,3,1481
949,7,3550
949,3,110
949,4,3555
949,4,3557
949,9,651
20,5,3586
2890,10,3075
2890,7,3595
20,9,592
20,10,3612
20,8,3616
20,10,3622
20,5,937
20,10,3632
20,10,3637
20,10,3645
20,7,2817
20,7,1786
20,6,3660
20,5,32
20,6,3676
20,7,610
20,7,2865
20,8,1401
20,10,2527
20,8,3696
20,8,3697
20,6,3702
20,7,3710
20,8,3371
20,6,3716
20,9,3721
20,10,3722
20,9,3126
20,10,2987
20,8,3737
20,10,3740
20,10,3741
20,9,3745
20,7,3747
20,6,3752
20,10,3755
20,9,3765
20,7,3766
20,7,3771
20,6,3775
20,10,3777
20,10,3782
20,5,3785
20,8,3790
20,6,810
20,2,3801
20,7,3807
20,5,3810
2890,9,641
20,8,3812
20,8,3820
2890,8,551
2890,8,3831
2890,9,1586
2890,9,3841
20,2,826
20,10,51
20,8,3857
400,9,762
2890,6,110
2890,8,3576
2890,9,1556
2890,9,680
2890,5,3906
20,7,3910
20,6,3915
400,7,3925
20,9,3947
20,10,3950
20,10,3955
20,1,3957
20,10,3960
20,7,3962
20,7,421
400,9,11
400,8,856
400,7,810
400,6,3515
4181,10,3982
4181,10,105
4181,10,4035
4181,10,4036
2904,6,4040
2904,10,4042
2904,8,4047
2904,6,4050
2904,10,1851
2904,9,4051
2904,9,3702
2904,9,1112
38000,9,4055
38000,9,4060
38000,9,4062
38000,9,1260
5114,10,4070
5114,9,4077
5114,10,4080
5114,9,4081
5114,10,4085
34599,10,1401
34599,9,1625
34599,10,4090
34599,10,4091
30276,8,982
30276,8,4101
30276,8,1786
30276,9,3382
30276,8,4111
35120,6,1485
35120,5,4130
35120,1,4131
35120,6,4137
3572,9,4146
3572,8,32
3572,8,576
35120,10,4160
35120,1,4172
3572,9,4176
3572,8,286
3572,8,4181
35120,5,575
35120,9,4215
35120,8,3415
3572,9,4220
3572,6,2966
3572,3,4225
3572,9,4227
3572,9,4230
3572,4,4231
35120,10,4256
35120,9,4257
35120,5,4262
790,9,2102
790,6,4275
790,8,4285
790,6,772
790,7,4181
790,8,806
790,7,11
790,8,4295
790,8,4301
790,7,4317
790,7,4320
790,10,4326
790,10,4336
790,8,4342
790,10,3491
790,9,4350
790,9,4351
790,8,810
790,9,935
790,6,4377
22,9,3950
22,9,4411
22,6,47
22,10,4412
790,5,856
790,10,4246
790,9,3022
790,9,4430
22,9,4447
22,6,737
22,8,2571
22,10,4451
22,10,4456
790,8,3515
790,7,4497
790,7,680
790,8,652
790,2,356
790,5,2470
790,3,382
32093,7,4517
32093,6,1557
32093,8,1536
32093,10,4525
32093,8,4526
32093,9,4527
32093,8,927
32093,8,1012
85,6,4541
85,9,3946
85,6,921
85,10,1896
85,7,4547
32093,8,281
32093,8,1906
32093,10,2397
32093,8,4557
4181,10,906
17549,9,4605
17549,9,4621
17549,9,17
17549,7,4622
17549,7,532
17549,8,381
17549,10,4626
17549,8,4627
17549,9,481
17549,6,4636
17549,10,4646
17549,6,4650
17549,8,4651
17549,6,4656
17549,10,591
17549,9,4667
17549,9,287
17549,7,656
17549,9,1561
17549,8,110
17549,8,3440
17549,10,4676
17549,9,4677
3588,10,4696
3588,7,4697
3588,8,2162
3588,5,2606
3588,9,810
3588,7,2077
3588,8,3872
3588,5,32
3588,9,4741
3588,8,4742
3588,7,592
3588,8,4745
3588,8,975
3588,10,4747
3588,7,4751
3588,5,937
3588,8,4756
3588,10,4757
3588,8,47
3588,6,4770
3588,10,4775
3588,7,3801
3588,9,4786
3588,7,4791
3588,10,2
3588,3,1401
3588,7,115
3588,10,4805
3588,10,4806
3588,5,4810
3588,9,1672
3588,8,4815
3588,9,887
3588,8,2887
3588,7,1732
3588,7,36
3588,9,1117
3588,7,4830
3588,7,4832
3588,9,1526
3588,6,4836
3588,9,2856
3588,10,4842
3588,9,2735
3588,7,3371
3588,9,377
3588,9,1547
3588,7,110
3588,3,4231
3588,8,575
3588,8,3005
3588,9,1655
3588,10,4881
3588,8,421
3588,9,4882
17549,10,1630
17549,7,281
17549,5,4886
17549,10,2151
17549,8,967
17549,9,2185
4181,10,4926
2904,10,4932
2904,10,4937
2904,9,3477
2904,10,4947
2904,9,2641
38000,9,4950
38000,9,3616
38000,9,4960
38000,10,2310
5114,6,4965
5114,9,4966
5114,10,2566
5114,10,707
5114,10,2016
5114,10,4975
5114,8,110
34599,9,32
34599,8,4987
30276,8,5000
30276,10,2302
30276,8,5011
30276,8,5012
9289,8,1921
9289,9,5021
9289,8,5022
9941,8,5025
9289,9,3436
9289,8,4250
9289,8,737
9289,10,225
9289,8,2772
9941,8,5037
9289,8,1005
9289,9,105
9289,8,5046
9513,8,5050
9941,8,3737
9941,4,5056
9941,8,5065
9289,6,5070
9289,8,4651
9289,10,3755
9289,10,3995
9289,9,5075
9289,10,5076
9289,8,5077
9513,6,5082
9513,7,5085
9513,7,5086
9513,9,5092
9941,8,5096
9941,9,1656
9941,8,5105
9941,8,5107
9941,9,5110
9289,9,5111
9289,9,1235
9289,7,32
9513,8,5135
9513,9,5137
9513,10,5141
9513,7,737
9513,7,5151
9941,2,110
9941,9,520
9941,9,1487
9941,5,32
9941,9,5165
9941,9,70
9941,8,651
9941,9,5166
9289,9,3481
9289,7,281
9289,9,5175
9289,8,5176
9289,7,647
9513,6,592
9513,7,3476
9513,6,2225
9513,9,5207
9289,7,520
9289,9,5241
9289,7,597
9289,8,4030
9289,8,5242
9289,7,651
27775,8,1535
27775,9,5261
27775,10,2077
27775,8,1831
27775,7,5270
27775,8,5271
27775,9,140
27775,9,1952
27775,6,145
27775,8,1672
27775,4,5285
27775,7,1321
27775,10,5292
27775,9,5296
27775,8,160
27775,9,1297
27775,9,1630
27775,8,1261
27775,6,5310
27775,4,965
27775,5,5312
27775,6,4636
27775,8,5325
2924,7,5330
2924,7,1730
2924,8,2630
2924,8,2372
387,8,5336
387,10,5337
387,8,5341
387,10,5342
387,9,3072
387,6,1431
27775,8,1232
27775,8,2375
2924,7,810
2924,8,286
2924,5,1836
2924,7,5362
2924,9,220
2924,10,5367
37786,7,51
37786,4,5375
37786,9,377
387,8,5386
387,8,5392
387,10,5396
27775,7,5407
27775,9,5411
2924,8,2307
2924,8,5417
2924,9,5422
2924,10,2885
2924,8,607
2924,10,5425
37786,8,5432
37786,9,5000
37786,10,5440
37786,7,5442
37786,7,5445
387,10,62
387,10,7
387,10,225
387,6,3561
387,9,582
27775,6,281
27775,7,5465
27775,8,5466
27775,5,2367
2924,5,5476
2924,10,5477
2924,6,856
37786,9,1206
37786,9,5487
37786,9,5492
37786,8,5496
37786,8,3000
37786,9,5497
387,7,5056
387,8,3391
387,9,1525
387,7,5501
387,4,856
387,9,110
387,7,5107
387,7,936
27775,10,167
27775,9,5516
2924,10,642
2924,9,4806
2924,10,5525
2924,4,110
37786,9,5532
37786,9,2100
37786,9,456
37786,7,5535
37786,2,382
37786,9,452
37786,9,1945
387,10,1425
387,9,3881
387,8,5546
27775,8,1132
27775,8,2027
27775,6,32
27775,8,377
27775,7,105
2924,5,5601
2924,9,2410
2924,3,5605
2924,9,652
2924,10,421
387,10,2470
387,6,930
387,3,5622
387,7,525
387,4,5625
387,9,75
27775,10,1337
27775,3,3415
27775,10,5652
27775,4,5657
27775,8,450
918,10,977
73,8,5737
73,8,737
31339,6,937
31339,7,5747
31339,10,5750
31339,9,5752
31339,10,121
73,7,575
73,10,3820
31339,7,5772
31339,8,5070
31339,9,1786
31339,8,762
31339,8,5775
31339,6,935
31339,6,5776
31339,7,316
31339,6,5780
73,7,585
73,8,5805
73,5,597
73,9,5807
73,7,3515
73,10,652
73,9,5810
73,10,421
31339,6,110
31339,9,5812
31339,7,5815
918,10,5822
4181,10,5826
4181,10,4947
4181,10,3872
4181,10,670
4181,9,5836
4181,9,3881
2904,10,2796
2904,10,5851
2904,10,3200
2904,10,5852
38000,9,2490
38000,10,5860
38000,10,5861
5114,8,5786
5114,10,5610
34599,8,5887
34599,9,4111
30276,8,462
30276,6,470
30276,9,5907
66,8,5917
66,10,3331
66,10,5922
66,4,2246
66,8,217
66,9,160
66,9,5925
66,10,5930
66,10,5935
66,8,2772
66,8,585
66,9,11
66,8,1760
66,4,5947
66,7,1621
66,5,5951
66,8,481
66,5,5956
66,8,110
66,10,5961
66,8,5962
66,9,642
66,9,5966
66,2,5967
27989,10,5990
27989,9,105
27989,10,4081
27989,9,2747
27989,5,5967
27989,10,377
27989,8,287
66,5,4350
66,10,5810
66,7,597
66,8,6011
66,9,525
339,9,5611
339,7,936
339,8,1066
339,9,5985
339,9,660
339,6,5107
339,9,62
339,9,6037
339,9,6042
339,8,935
339,8,6047
339,8,6052
339,8,810
339,8,6056
339,8,806
339,5,6060
339,10,6061
339,8,1786
339,8,2037
339,9,600
339,7,4317
339,10,32
339,6,2336
339,9,6072
339,8,6076
339,10,272
339,9,1431
339,10,6090
339,10,6092
339,7,225
339,9,6095
339,3,610
339,6,3440
339,9,6102
339,7,575
339,10,685
339,10,6105
339,9,6106
339,9,670
339,6,567
339,10,6120
339,10,6121
339,4,5622
339,8,727
339,3,6126
339,3,6127
339,3,856
339,9,6131
339,10,6132
339,10,5692
339,9,1485
27989,10,6145
27989,10,5021
27989,10,1630
27989,7,1621
27989,9,2185
27989,4,6150
339,9,382
339,9,3415
339,6,110
339,8,680
339,10,421
339,1,3557
339,10,6195
5678,10,5912
5678,10,6202
5678,8,111
5678,8,1656
5678,8,737
5678,10,6220
5678,6,6221
5678,7,6226
122,10,6237
122,9,275
122,7,4806
122,4,6242
33489,7,442
33489,10,287
33489,10,6251
33489,3,1227
5678,7,4562
5678,6,6262
122,9,5477
122,5,11
122,10,2202
122,8,6280
21877,8,452
21877,8,326
21877,6,11
21877,6,6287
21877,9,456
21877,5,382
21877,9,1945
33489,10,551
33489,9,6295
33489,5,6296
33489,8,281
33489,5,3841
33489,5,3437
31251,9,6301
31251,8,4091
31251,9,4650
31251,10,6306
31251,6,281
31251,8,6310
5678,10,6322
5678,8,540
5678,5,597
33489,7,1485
33489,9,6341
33489,3,6342
31251,8,6347
31251,8,6350
31251,9,32
31251,10,3325
31251,10,1891
28297,9,281
28297,6,6367
28297,4,6371
28297,4,6150
17265,9,2411
934,7,1580
17265,10,6387
29803,9,6390
29803,7,6392
17265,10,746
934,10,6396
29803,5,6401
29803,4,1221
17265,7,4937
29803,6,6405
17265,8,2630
934,10,6410
934,8,166
934,7,6416
934,9,2225
934,10,6425
934,3,2851
934,7,810
934,8,6431
934,6,6435
934,8,6455
934,9,551
934,8,6456
934,9,6457
934,10,507
934,9,1297
934,9,2202
934,10,6466
934,9,6467
17265,7,6310
17265,8,6471
17265,8,6472
934,7,1425
934,10,6475
934,10,160
934,8,2016
934,10,3072
934,9,6482
17265,6,6495
17265,6,127
934,8,226
934,5,6502
934,10,4047
934,10,3417
934,9,790
29803,5,6510
29803,8,2070
29803,7,272
29803,5,6517
17265,9,2577
17265,6,6520
17265,8,6525
17265,9,5362
17265,5,6526
17265,6,6530
17265,9,6532
17265,6,3416
934,9,595
934,8,6541
934,4,2065
934,9,6545
29803,9,6547
29803,8,3737
29803,7,6556
29803,4,2532
934,10,2077
934,10,6567
17265,9,2070
17265,9,6572
17265,4,3356
17265,8,6577
29803,10,1260
29803,8,6581
29803,7,2991
934,4,4975
934,8,5947
934,9,6595
934,9,6605
17265,10,1117
17265,9,2886
17265,8,6610
17265,8,856
17265,9,6615
29803,8,160
29803,9,3175
29803,10,2796
29803,7,1336
29803,3,1651
934,8,656
934,8,1546
934,9,6630
934,10,6636
934,9,6637
934,10,4806
934,9,6641
17265,7,2571
17265,10,6392
17265,4,105
17265,9,901
17265,7,1820
17265,8,231
29803,7,1365
29803,10,6652
29803,1,6656
29803,9,1132
268,8,737
268,9,6661
268,7,2125
934,9,1320
934,9,6666
934,9,6672
934,2,6675
934,9,6676
934,6,6677
17265,10,6681
17265,9,6685
17265,9,6687
17265,9,5815
29803,8,6692
29803,5,6695
29803,9,4996
29803,5,110
29803,7,1402
268,8,1586
268,8,551
268,10,6471
268,5,1780
268,9,462
934,7,856
934,8,5805
934,8,3910
934,1,6725
17265,9,1620
17265,6,1487
29803,7,6747
29803,3,5782
29803,2,6750
29803,8,105
268,7,2991
268,9,762
934,9,5425
934,10,4051
934,9,3415
934,8,5807
17265,10,6806
17265,7,32
17265,8,960
17265,8,3022
17265,6,967
17265,9,6812
29803,8,3415
29803,10,6826
29803,4,281
29803,10,2577
268,7,585
268,8,1546
268,7,6846
268,10,6850
268,8,6852
268,9,3515
268,9,3415
934,2,6866
934,9,652
934,9,421
918,10,6456
918,10,1232
14075,6,1917
21647,9,286
21647,9,6931
21647,10,6935
14075,8,4996
14075,10,6937
14075,7,737
14075,9,6942
14075,10,3271
14075,10,6947
14075,9,6226
14075,9,6957
14075,10,2445
14075,5,3416
14075,9,6966
14075,6,6975
21647,8,3382
14075,6,6986
14075,7,6991
37435,8,6996
37435,8,7001
37435,9,7005
21647,8,2690
21647,10,961
21647,10,1021
21647,9,3036
14075,8,1630
14075,7,421
14075,8,7027
37435,9,7030
37435,9,2551
37435,8,32
37435,9,7032
37435,8,7036
37435,8,7042
5682,6,3515
5682,8,7052
5682,7,935
5682,7,32
5682,10,7055
5682,3,895
5682,7,6866
5682,8,110
5682,9,7056
5682,6,11
5682,9,7057
5682,9,1232
5682,7,7071
5682,10,7072
5682,9,1752
5682,7,7075
5682,9,2986
5682,8,5336
5682,10,4326
5682,9,7085
5682,9,2865
5682,6,7092
5682,7,7097
5682,8,7100
5682,10,246
5682,9,3476
5682,8,6966
5682,7,7112
5682,7,727
5682,10,2606
5682,9,62
5682,2,7122
5682,9,7125
5682,9,7131
21647,9,5176
21647,9,17
21647,8,3057
21647,9,3997
14075,10,4741
14075,10,7146
14075,10,7147
14075,9,2747
14075,3,7150
14075,9,592
37435,8,2100
37435,8,7167
37435,5,7170
918,10,7172
2904,9,7186
2904,8,3765
2904,10,7187
2904,10,2202
38000,9,695
38000,8,3487
38000,9,7201
38000,8,7205
38000,8,56
5114,10,3785
5114,10,6835
5114,10,6042
5114,10,2877
5114,10,4751
34599,9,6095
34599,10,2315
34599,10,7230
34599,10,7231
4181,9,7235
4181,10,7236
4181,10,2145
4181,9,3790
4181,10,1141
4181,10,1206
1530,9,2105
32995,3,7245
1530,10,591
32995,6,7252
32995,8,7256
32995,7,4081
32995,8,7267
32995,8,7276
32995,7,4257
32995,7,4582
32995,8,5775
32995,10,47
32995,7,1906
32995,9,5797
32995,10,5680
32995,7,1401
32995,9,1841
32995,9,51
32995,7,5362
32995,8,7320
32995,9,7321
32995,6,7322
32995,8,32
32995,9,2167
32995,10,7341
32995,7,3452
32995,6,7345
32995,9,4612
32995,9,7350
32995,9,1786
32995,10,6322
32995,10,7366
32995,5,5610
32995,3,7371
32995,8,4830
32995,9,2006
32995,9,7376
32995,5,3785
1530,10,7057
32995,10,617
32995,7,7386
32995,6,7387
32995,10,3371
1530,10,7402
1530,10,7406
32995,4,4832
32995,6,930
32995,9,7415
32995,4,281
32995,9,7417
1530,9,7420
1530,10,232
1530,6,11
32995,8,4137
32995,7,7432
32995,3,2530
32995,5,7435
32995,8,5070
32995,7,4557
1530,9,6467
32995,1,975
32995,4,1531
32995,4,7467
1530,10,856
1530,10,4051
1530,10,7480
4059,9,191
4059,9,7491
32995,6,936
32995,5,7495
32995,5,7496
32995,10,1236
32995,10,5396
32995,4,7500
32995,9,7501
1530,10,5805
1530,10,642
1530,8,6341
1530,9,2050
1530,9,357
1530,10,6167
1530,8,3541
1530,7,3415
1530,10,4220
1530,3,4966
227,4,7186
227,9,4202
227,5,2052
227,1,4965
227,10,810
227,2,826
227,10,7520
227,6,3037
227,10,3072
227,10,7525
227,3,6126
227,2,6090
227,9,7236
227,10,7535
227,10,7542
227,10,1727
227,9,11
227,9,575
227,10,7555
227,8,7560
227,9,32
227,10,7565
227,9,4081
227,7,7567
227,10,7570
227,7,6857
227,8,2986
227,7,600
227,10,551
227,7,7587
227,3,1215
227,10,1416
227,10,7600
227,6,4786
227,9,217
227,10,6102
227,10,7610
227,10,5982
227,6,481
227,10,7620
227,8,7622
227,6,5056
227,10,7625
227,8,5985
227,8,771
227,10,7630
227,10,1625
227,10,4090
227,10,772
227,9,4901
227,5,937
227,8,56
227,7,7642
227,6,6401
227,10,6052
227,10,195
